"","site","year_mo","year","plotID","easting","northing","latitude","longitude","Dominant_NLCD_Classes","NLCD_Classes_Abb","shannon_exotic","evenness_exotic","nspp_exotic","shannon_notexotic","evenness_notexotic","nspp_notexotic","shannon_native","evenness_native","nspp_native","shannon_unknown","evenness_unknown","nspp_unknown","rel_cover_native","rel_cover_unknown","rel_cover_exotic","cover_native","cover_unknown","cover_exotic","rel_cover_notexotic","cover_notexotic","shannon_total","evenness_total","nspp_total","shannon_family","evenness_family","nfamilies","scale","invaded","turnover","nestedness","mean.max.canopy.ht.aop","max.canopy.ht.aop","rumple.aop","deepgap.fraction.aop","cover.fraction.aop","top.rugosity.aop","vert.sd.aop","vertCV.aop","sd.sd.aop","entropy.aop","GFP.AOP.aop","VAI.AOP.aop","VCI.AOP.aop","q25.aop","q50.aop","ID2","system.index","easting","first","northing","plotID","site","year","year_mo",".geo","p_IDn","plotID","pointID","country","state","county","domain","domainID","siteName","siteID","plotType","subtype","subSpec","plotSize","plotDim","latitude","longitude","datum","utmZone","easting","northing","horzUncert","elevation","vertUncert","minElev","maxElev","slope","aspect","nlcdClass","soilOrder","coordSrc","date","gpsLogs","plotPdop","plotHdop","appMods","plotEdge","p_IDn","ID2"
"2156.1","TEAK","2019-07",2019,"TEAK_011",321781.785,4097208.486,37.004153,-119.002986,"Evergreen Forest, Shrub/Scrub","ESS",0,0,0,2.824599277,0.112983971,25,2.904041622,0.132001892,22,0.344598248,0.114866083,3,0.748691099,0.251308901,0,2.979166667,1,0,1,3.979166667,2.824599277,0.112983971,25,2.263424312,0.141464019,16,"plot","not_invaded",0.75,0.122340426,6.326092593,44.047,4.127912707,0.142857143,0.857142857,11.00834998,14.29702972,0.829195826,0.514954365,0.796223194,0.95496375,4.079457809,0.796223194,5.04,13.175,"2019TEAK_011321781.785","00000000000000000090",321781.785,42,4097208.486,"TEAK_011","TEAK",2019,"2019-07","{""type"":""Point"",""coordinates"":[-119.00298619730859,37.00415331089226]}","TEAK_011321781.7854097208.486","TEAK_011","41","unitedStates","CA","Fresno","Pacific Southwest","D17","Lower Teakettle NEON","TEAK","distributed","basePlot",NA,1600,"40m x 40m",37.004153,-119.002986,"WGS84","11N",321781.785,4097208.486,0.19,2152.39,0.2,2149.56,2154.93,5.65,315,"evergreenForest","Entisols","Geo 7X (H-Star)",20150618,528,6.4,5.8,"bet|cdw|cfc|dhp|div|hbp|vst",40,"TEAK_011321781.7854097208.486","2019TEAK_011321781.785"
"2146","TEAK","2019-07",2019,"TEAK_028",323765.374,4102848.532,37.055339,-118.982025,"Evergreen Forest, Shrub/Scrub","ESS",0,0,0,2.468031131,0.064948188,38,1.845522941,0.073820918,25,1.951076058,0.150082774,13,0.72,0.28,0,7.5,2.916666667,0,1,10.41666667,2.468031131,0.064948188,38,2.054311671,0.102715584,20,"plot","not_invaded",0.79245283,0.106164681,0.544496063,14.515,1.250041394,0.136054422,0.863945578,1.653411673,3.855837561,1.884897735,1.931230247,0.272587551,0.984235482,0.578717038,0.272587551,0.18,0.44,"2019TEAK_028323765.374","00000000000000000091",323765.374,42,4102848.532,"TEAK_028","TEAK",2019,"2019-07","{""type"":""Point"",""coordinates"":[-118.98202396325634,37.05533933188475]}","TEAK_028323765.3744102848.532","TEAK_028","41","unitedStates","CA","Fresno","Pacific Southwest","D17","Lower Teakettle NEON","TEAK","distributed","basePlot",NA,1600,"40m x 40m",37.055339,-118.982025,"WGS84","11N",323765.374,4102848.532,0.12,2553.66,0.15,2540.18,2569.05,24.23,299,"shrubScrub",NA,"Geo 7X (H-Star)",20160921,367,11.1,10.7,"div",40,"TEAK_028323765.3744102848.532","2019TEAK_028323765.374"
"2140","TEAK","2019-07",2019,"TEAK_030",323853.422,4103327.723,37.059672,-118.981148,"Evergreen Forest, Shrub/Scrub","ESS",0,0,0,1.62539226,0.046439779,35,1.427356028,0.050977001,28,1.207321272,0.201220212,6,0.952678571,0.047321429,0,22.22916667,1.104166667,0,1,23.41666667,1.62539226,0.046439779,35,1.533513734,0.080711249,19,"plot","not_invaded",0.866666667,0.083333333,0.156347716,2.288,1.020186445,0.108843537,0.891156463,0.148283816,0.499475393,0.979928642,NA,0.104312988,0.983870968,0,0.104312988,0.2625,0.435,"2019TEAK_030323853.422","00000000000000000092",323853.422,52,4103327.723,"TEAK_030","TEAK",2019,"2019-07","{""type"":""Point"",""coordinates"":[-118.98114997944987,37.05967357810871]}","TEAK_030323853.4224103327.723","TEAK_030","41","unitedStates","CA","Fresno","Pacific Southwest","D17","Lower Teakettle NEON","TEAK","distributed","basePlot",NA,1600,"40m x 40m",37.059672,-118.981148,"WGS84","11N",323853.422,4103327.723,0.11,2622.33,0.12,2613.04,2633.13,24.23,315,"shrubScrub",NA,"Geo 7X (H-Star)",20160921,469,6.3,1.4,"div",40,"TEAK_030323853.4224103327.723","2019TEAK_030323853.422"
"2145","TEAK","2019-07",2019,"TEAK_027",324304.551,4103899.042,37.064904,-118.97621,"Evergreen Forest, Shrub/Scrub","ESS",0,0,0,0.940079226,0.037603169,25,0.849662732,0.047203485,18,1.899511298,0.271358757,7,0.985611511,0.014388489,0,39.95833333,0.583333333,0,1,40.54166667,0.940079226,0.037603169,25,0.911526245,0.060768416,15,"plot","not_invaded",0.777777778,0.115555556,2.693139108,19.78,2.718300407,0.136054422,0.863945578,4.705196712,5.807335376,0.834165775,1.43272544,0.583191098,0.939729057,2.414318423,0.583191098,0.46,7.005,"2019TEAK_027324304.551","00000000000000000093",324304.551,52,4103899.042,"TEAK_027","TEAK",2019,"2019-07","{""type"":""Point"",""coordinates"":[-118.97621375458368,37.0649041036444]}","TEAK_027324304.5514103899.042","TEAK_027","41","unitedStates","CA","Fresno","Pacific Southwest","D17","Lower Teakettle NEON","TEAK","distributed","basePlot",NA,1600,"40m x 40m",37.064904,-118.97621,"WGS84","11N",324304.551,4103899.042,0.12,2604,0.12,2597.28,2614.32,15.27,135,"shrubScrub",NA,"Geo 7X (H-Star)",20160921,352,6.5,3,"div",40,"TEAK_027324304.5514103899.042","2019TEAK_027324304.551"
"NA.58","TREE","2017-08",2017,"TREE_020",299960.339,5040853.954,45.492522,-89.560123,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands","DEMW",0.562335145,0.281167572,2,1.950015455,0.045349197,43,1.90487082,0.048842842,39,0.410116318,0.205058159,2,0.994499683,0.002961709,0.002538608,97.9375,0.291666667,0.25,0.997477932,98.875,1.964123232,0.043647183,45,1.754738607,0.08773693,20,"plot","invaded",0.76070529,0.018877077,10.38828141,21.859,4.410468062,0.097505669,0.902494331,7.984777247,8.288328295,0.825147107,4.255231888,0.592443438,0.93919123,2.730084171,0.592443438,1.1475,10.415,"2017TREE_020299960.339","000000000000000000a0",299960.339,41,5040853.954,"TREE_020","TREE",2017,"2017-08","{""type"":""Point"",""coordinates"":[-89.5601216245424,45.49252037173709]}","TREE_020299960.3395040853.954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017TREE_020299960.339"
"NA.150","TREE","2017-08",2017,"TREE_008",300319.7,5039502.333,45.480471,-89.554979,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands","DEMW",0.145318494,0.072659247,2,2.065408268,0.064544008,32,2.107249605,0.075258914,28,0.026011804,0.013005902,2,0.545940171,0.357193732,0.096866097,31.9375,20.89583333,5.666666667,0.906785469,55.125,2.196340655,0.064598255,34,1.664484041,0.075658366,22,"plot","invaded",0.643356643,0.063539908,3.883887179,11.575,1.915995114,0.115646259,0.884353741,1.459820312,1.85228185,0.519593933,0.800220175,0.414662035,0.864506688,3.711293473,0.414662035,2.65,3.74,"2017TREE_008300319.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.142","TREE","2019-06",2019,"TREE_046",297460.735,5041048.28,45.493548,-89.592161,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands","DEMW",0,0,1,2.01441517,0.125900948,16,1.80752574,0.150627145,12,0.876005766,0.292001922,3,0.934210526,0.061403509,0.004385965,13.3125,0.875,0.0625,0.995652174,14.3125,2.033639027,0.119625825,17,1.885072256,0.145005558,13,"plot","invaded",0.763636364,0.024981523,17.35038693,25.06,2.663822533,0.097505669,0.902494331,4.724371606,5.524879553,0.386029984,2.404040495,0.688885323,0.84200591,9.460998031,0.688885323,10.224,15.477,"2019TREE_046297460.735","00000000000000000094",297460.735,41,5041048.28,"TREE_046","TREE",2019,"2019-06","{""type"":""Point"",""coordinates"":[-89.59216026561141,45.49354596497939]}","TREE_046297460.7355041048.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019TREE_046297460.735"
"NA.143","TREE","2019-06",2019,"TREE_049",297550.493,5041080.458,45.493863,-89.591027,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands","DEMW",0,0,1,1.76334524,0.088167262,20,1.566645438,0.111903246,14,1.359236701,0.27184734,5,0.968215159,0.024449878,0.007334963,24.75,0.625,0.1875,0.992890995,26.1875,1.793057217,0.085383677,21,1.3412655,0.103174269,13,"plot","invaded",0.762711864,0.067591166,21.18659626,26.053,2.16663455,0.151927438,0.848072562,3.914746929,36.07789149,2.394357663,21.35788357,0.625425519,0.813590287,11.16893201,0.625425519,16.025,19.354,"2019TREE_049297550.493","00000000000000000095",297550.493,43,5041080.458,"TREE_049","TREE",2019,"2019-06","{""type"":""Point"",""coordinates"":[-89.59102765394384,45.49386256115418]}","TREE_049297550.4935041080.458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019TREE_049297550.493"
"NA.144","TREE","2019-06",2019,"TREE_041",297788.655,5041109.037,45.494189,-89.587993,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands","DEMW",0,0,1,2.291082177,0.088118545,26,2.216139532,0.100733615,22,1.214889654,0.303722413,4,0.978991597,0.018907563,0.00210084,29.125,0.5625,0.0625,0.99789916,29.6875,2.301320169,0.08523408,27,1.929772392,0.137840885,14,"plot","invaded",0.71641791,0.071291587,19.6190403,26.154,3.79788864,0.099773243,0.900226757,5.563978672,5.103231479,0.281784262,1.853724252,0.646998898,0.865802685,7.3531287,0.646998898,15.849,19.13,"2019TREE_041297788.655","00000000000000000096",297788.655,90,5041109.037,"TREE_041","TREE",2019,"2019-06","{""type"":""Point"",""coordinates"":[-89.58799100612644,45.49418807553109]}","TREE_041297788.6555041109.037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019TREE_041297788.655"
"NA.145","TREE","2019-06",2019,"TREE_002",299360.969,5040854.208,45.492352,-89.567786,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands","DEMW",0,0,0,2.604904437,0.078936498,33,2.549729908,0.091061782,28,1.303092404,0.260618481,5,0.986342944,0.013657056,0,40.625,0.5625,0,1,41.1875,2.604904437,0.078936498,33,2.311277791,0.128404322,18,"plot","not_invaded",0.823529412,0.045466221,13.49339447,20.74,2.635287967,0.097505669,0.902494331,4.252143176,5.431254546,0.53225772,1.661237051,0.681985684,0.87872281,5.840991412,0.681985684,5.912,10.351,"2019TREE_002299360.969","00000000000000000097",299360.969,90,5040854.208,"TREE_002","TREE",2019,"2019-06","{""type"":""Point"",""coordinates"":[-89.56778681925327,45.49235092589707]}","TREE_002299360.9695040854.208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019TREE_002299360.969"
"NA.146","TREE","2019-06",2019,"TREE_018",299361.514,5041003.198,45.493692,-89.56784,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands","DEMW",0,0,0,2.470740476,0.082358016,30,2.370708328,0.094828333,25,1.140720196,0.285180049,4,0.974626866,0.025373134,0,40.8125,1.0625,0,1,42,2.470740476,0.082358016,30,2.114273614,0.105713681,20,"plot","not_invaded",0.757281553,0.034385113,21.52863852,27.97,2.907548216,0.140589569,0.859410431,5.319722501,8.417274413,0.505520856,3.41672825,0.669282861,0.918320705,4.757797544,0.669282861,9.12,20.227,"2019TREE_018299361.514","00000000000000000098",299361.514,43,5041003.198,"TREE_018","TREE",2019,"2019-06","{""type"":""Point"",""coordinates"":[-89.56784032846592,45.49369311531415]}","TREE_018299361.5145041003.198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019TREE_018299361.514"
"NA.172","TREE","2020-08",2020,"TREE_001",299181.205,5040345.795,45.487728,-89.569877,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands","DEMW",1.088899975,0.272224994,4,2.967217191,0.044286824,67,2.821938593,0.052258122,54,2.144588171,0.178715681,12,0.950235726,0.039287585,0.010476689,37.79166667,1.5625,0.416666667,0.989534275,39.39583333,3.005690046,0.042333663,71,2.383290248,0.076880331,31,"plot","invaded",0.666666667,0.078254327,19.25537688,29.567,4.900095601,0.097505669,0.902494331,9.56248286,9.248122939,0.526583958,3.466274872,0.703207917,0.927002997,4.559748097,0.703207917,12.0575,21.24,"2020TREE_001299181.205","00000000000000000002",299181.205,43,5040345.795,"TREE_001","TREE",2020,"2020-08","{""type"":""Point"",""coordinates"":[-89.56987813764734,45.48772683810464]}","TREE_001299181.2055040345.795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020TREE_001299181.205"
"NA.173","TREE","2020-08",2020,"TREE_014",299210.887,5040224.577,45.486647,-89.569448,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands","DEMW",0.948082429,0.158013738,6,2.934492525,0.039655304,74,2.827470337,0.04560436,62,2.138379462,0.213837946,10,0.953259533,0.021525215,0.025215252,32.29166667,0.729166667,0.854166667,0.974877451,33.14583333,3.001944347,0.037524304,80,2.357390408,0.07366845,32,"plot","invaded",0.754820937,0.050855919,5.731103015,24.892,2.587345213,0.097505669,0.902494331,5.898788329,5.164592542,0.910537852,0.910947574,0.603044541,0.946508999,2.973469512,0.603044541,1.475,4.92,"2020TREE_014299210.887","00000000000000000003",299210.887,43,5040224.577,"TREE_014","TREE",2020,"2020-08","{""type"":""Point"",""coordinates"":[-89.5694500639462,45.48664773564971]}","TREE_014299210.8875040224.577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020TREE_014299210.887"
"NA.174","TREE","2020-08",2020,"TREE_007",300201.807,5041334.467,45.496912,-89.557232,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands","DEMW",0.950270539,0.316756846,3,2.653333639,0.037904766,70,2.584407361,0.038573244,67,0,0,1,0.993506494,0.000590319,0.005903188,70.125,0.041666667,0.416666667,0.994274263,72.35416667,2.678852405,0.036696608,73,2.289295439,0.07384824,31,"plot","invaded",0.666666667,0.044498382,9.243391645,26.26,2.692685257,0.131519274,0.868480726,7.199931865,7.034287925,1.152943,3.596419034,0.553317746,0.949829274,3.066250398,0.553317746,1.79,3.09,"2020TREE_007300201.807","00000000000000000004",300201.807,41,5041334.467,"TREE_007","TREE",2020,"2020-08","{""type"":""Point"",""coordinates"":[-89.55723212705976,45.49691258627474]}","TREE_007300201.8075041334.467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020TREE_007300201.807"
"NA.175","TREE","2020-08",2020,"TREE_004",300230.416,5039443.447,45.479916,-89.556096,"Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands","DEMW",0,0,1,3.62677187,0.041687033,87,3.524691358,0.045775212,77,1.999055807,0.222117312,9,0.968992248,0.029457364,0.001550388,26.04166667,0.791666667,0.041666667,0.99845798,26.97916667,3.632704204,0.04128073,88,2.956060367,0.084458868,35,"plot","invaded",0.657142857,0.078539962,7.044159459,15.054,2.405102855,0.160997732,0.839002268,3.338844625,3.458241415,0.612816314,1.203013722,0.58190962,0.885440443,4.248337131,0.58190962,2.78,5.39,"2020TREE_004300230.416","00000000000000000005",300230.416,90,5039443.447,"TREE_004","TREE",2020,"2020-08","{""type"":""Point"",""coordinates"":[-89.55609505629114,45.47991449305901]}","TREE_004300230.4165039443.447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020TREE_004300230.416"
"NA.152","UKFS","2017-06",2017,"UKFS_007",309131.44,4323222.573,39.037234,-95.205277,"Deciduous Forest, Pasture/Hay","DPH",0.950842165,0.158473694,6,2.677307682,0.044621795,60,2.609078533,0.044984113,58,0.355382896,0.177691448,2,0.927846674,0.029594138,0.042559188,68.58333333,2.1875,3.145833333,0.957440812,70.77083333,2.779824507,0.042118553,66,2.539609452,0.081922886,31,"plot","invaded",0.710382514,0.044813791,20.45557825,30.814,5.51962296,0.145124717,0.854875283,7.577206295,9.610545514,0.627552839,4.643041045,0.742659467,0.92330539,4.935925671,0.742659467,6.83,14.03,"2017UKFS_007309131.44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.15","UKFS","2017-06",2017,"UKFS_005",309224.845,4325138.626,39.054507,-95.204735,"Deciduous Forest, Pasture/Hay","DPH",0.659666609,0.164916652,4,2.82856775,0.047941826,59,2.81921638,0.05034315,56,0.673011667,0.336505834,2,0.976476015,0.001153137,0.022370849,88.20833333,0.104166667,2.020833333,0.977639465,88.35416667,2.887158881,0.045827919,63,2.486230666,0.082874356,30,"plot","invaded",0.715909091,0.044090909,12.01860459,17.981,2.352889221,0.111111111,0.888888889,3.096858297,4.417960583,0.419594668,1.933734371,0.606052676,0.861758066,5.203261848,0.606052676,8.135,11.19,"2017UKFS_005309224.845","000000000000000000a3",309224.845,41,4325138.626,"UKFS_005","UKFS",2017,"2017-06","{""type"":""Point"",""coordinates"":[-95.20473266136058,39.05450594358037]}","UKFS_005309224.8454325138.626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017UKFS_005309224.845"
"NA.16","UKFS","2017-06",2017,"UKFS_015",309251.689,4325048.298,39.0537,-95.2044,"Deciduous Forest, Pasture/Hay","DPH",0.982928621,0.089357147,11,2.75897279,0.040573129,68,2.752204355,0.043685783,63,0.595400284,0.297700142,2,0.722426471,0.012079832,0.265493697,57.3125,0.958333333,21.0625,0.776525199,73.1875,2.893342524,0.036624589,79,1.882521922,0.055368292,34,"plot","invaded",0.849315068,0.029509901,9.020062972,16.037,2.055603269,0.099773243,0.900226757,5.412253423,3.729533246,0.350179553,2.107724246,0.564021976,0.834670469,5.971363875,0.564021976,8.94,11.39,"2017UKFS_015309251.689","000000000000000000a4",309251.689,41,4325048.298,"UKFS_015","UKFS",2017,"2017-06","{""type"":""Point"",""coordinates"":[-95.20439822878156,39.05369884628969]}","UKFS_015309251.6894325048.298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017UKFS_015309251.689"
"NA.17","UKFS","2017-06",2017,"UKFS_021",309253.227,4325317.681,39.056126,-95.204458,"Deciduous Forest, Pasture/Hay","DPH",0.381675401,0.09541885,4,2.457104804,0.044674633,55,2.445589412,0.046143196,53,0,0,1,0.961775878,0.001661918,0.036562203,84.39583333,0.145833333,3.208333333,0.96345515,84.58333333,2.538062115,0.043018002,59,2.345126461,0.065142402,36,"plot","invaded",0.736220472,0.042657415,13.686125,24.754,2.407033472,0.111111111,0.888888889,5.215612145,5.506036993,0.419515848,1.784930253,0.65371686,0.894885856,5.628725289,0.65371686,10.175,13.21,"2017UKFS_021309253.227","000000000000000000a5",309253.227,41,4325317.681,"UKFS_021","UKFS",2017,"2017-06","{""type"":""Point"",""coordinates"":[-95.20445619709525,39.056124597262766]}","UKFS_021309253.2274325317.681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017UKFS_021309253.227"
"NA.18","UKFS","2017-06",2017,"UKFS_004",309368.63,4323877.584,39.043184,-95.202722,"Deciduous Forest, Pasture/Hay","DPH",0.721598848,0.14431977,5,2.713040803,0.034782574,78,2.514736263,0.035418821,71,0.620555446,0.310277723,2,0.933284636,0.022644266,0.044071098,79.85416667,1.9375,3.770833333,0.959435231,89.1875,2.8019933,0.033758955,83,2.362270902,0.06384516,37,"plot","invaded",0.809182209,0.032484457,7.245348837,14.718,2.122898017,0.12244898,0.87755102,4.107070556,4.157990874,0.594708922,1.61117322,0.596375096,0.878873847,3.699582034,0.596375096,4.0225,7.175,"2017UKFS_004309368.63","000000000000000000a6",309368.63,41,4323877.584,"UKFS_004","UKFS",2017,"2017-06","{""type"":""Point"",""coordinates"":[-95.20272160678546,39.04318428600566]}","UKFS_004309368.634323877.584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017UKFS_004309368.63"
"NA.19","UKFS","2017-06",2017,"UKFS_023",309461.365,4323157.251,39.036718,-95.20145,"Deciduous Forest, Pasture/Hay","DPH",0.280282524,0.093427508,3,2.364830082,0.047296602,50,2.314783581,0.047240481,49,0,0,1,0.96337919,0.018601046,0.018019764,103.5833333,2,1.9375,0.981980236,105.5833333,2.417495978,0.045613132,53,2.113899753,0.072893095,29,"plot","invaded",0.719626168,0.045540172,17.35364286,22.663,1.850892694,0.111111111,0.888888889,2.28308797,4.346326474,0.271805556,2.961746309,0.582066673,0.835685018,8.350824771,0.582066673,14.7325,17.12,"2017UKFS_023309461.365","000000000000000000a7",309461.365,41,4323157.251,"UKFS_023","UKFS",2017,"2017-06","{""type"":""Point"",""coordinates"":[-95.20144630388418,39.03671858947817]}","UKFS_023309461.3654323157.251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017UKFS_023309461.365"
"NA.20","UKFS","2017-06",2017,"UKFS_020",309493.721,4323730.111,39.041883,-95.201236,"Deciduous Forest, Pasture/Hay","DPH",0.376770161,0.188385081,2,2.52550392,0.046768591,54,2.514470705,0.048355206,52,0,0,0,0.996560619,0,0.003439381,96.58333333,0,0.333333333,0.996567997,96.79166667,2.54103085,0.045375551,56,2.238533907,0.074617797,30,"plot","invaded",0.655555556,0.113961173,12.20975949,17.008,2.015283335,0.10430839,0.89569161,2.855479034,4.400273474,0.425065763,1.374651863,0.599611306,0.85464858,5.493740386,0.599611306,8.04,11.54,"2017UKFS_020309493.721","000000000000000000a8",309493.721,41,4323730.111,"UKFS_020","UKFS",2017,"2017-06","{""type"":""Point"",""coordinates"":[-95.20123672613467,39.04188222849806]}","UKFS_020309493.7214323730.111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017UKFS_020309493.721"
